1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Country Code
,,,,,84.91104859,86.63511637,82.52558184,79.65026354,79.93358865,74.40032444,70.49752691,64.92086331,63.10116086,65.07896716,68.55225312,65.85253456,66.16107669,67.7045177,63.78269618,61.0422996,67.81332165,65.24134891,76.50951199,77.55555556,73.51703023,71.29402901,73.33211479,ABW
,,,,,,,,,,,,,,,,,,,16.96730188,16.1826331,17.17448856,11.69851076,6.727290342,9.691866972,7.119569064,5.867036072,5.70973391,AFG
,,,,,,,,,,89.68583119,75.38894373,57.0849959,54.32133738,58.38034553,65.52626777,63.4678635,67.90578337,72.47502847,58.75730302,61.54311272,60.66994844,55.94013141,50.74708439,44.69503125,29.75459949,28.12448456,29.00410005,AGO
15.40506383,7.484818725,12.49959149,15.97882981,11.98369435,12.6408295,11.62032872,10.1971199,11.46715404,16.84177663,20.11528595,21.33341803,20.94560691,20.84740122,22.21757431,23.01298514,25.20960484,28.24787244,25.30241695,25.24071661,27.97942273,29.24153534,28.93748744,28.91632263,28.21300894,27.26740028,28.97789681,31.56979807,ALB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND
32.31721665,28.94634675,30.54362937,28.71110986,29.66090507,31.38425845,32.49056539,37.30244435,33.10213609,36.31561223,42.61101779,40.8636543,41.66649698,45.68179683,48.98827066,52.77531163,53.90901834,53.94055001,57.19050218,47.66267957,50.83289881,55.14897968,56.38893575,54.53925667,51.03552792,43.98322223,40.86340409,44.47274934,ARB
,,,,,,,,,,,49.15922533,49.50334738,55.92319922,63.56772981,67.58531139,68.62779767,72.3840975,78.8678887,79.65331786,82.24241809,90.0765712,100.2464956,100.5477884,99.56083028,100.8704802,101.0030139,99.59493841,ARE
10.35953659,7.675043348,6.598187472,6.909351534,7.529948726,9.68041026,10.42859676,10.5608501,10.41558196,9.827174515,10.98637523,11.57900808,28.382597,25.93094293,23.84761942,23.24587673,23.0266946,22.66275031,22.06090038,19.56098506,18.93382341,18.44920915,16.23785946,14.61717339,14.40547859,10.70565205,12.52709517,11.24272132,ARG
35.00298151,40.74538838,39.82075502,47.21897587,39.32803935,23.92792083,23.2400035,20.27326939,19.00301997,20.75824695,22.16141881,24.1458544,27.83210837,30.48299789,28.19074382,27.31319795,22.14598144,18.18935698,14.26572957,14.67090075,19.74841532,22.52318826,27.56672188,28.3591265,28.5651387,29.72799648,33.14800495,37.32950312,ARM
,,,,,,,,,,,,100.7782101,97.34345351,89.84375,99.00596421,99.7983871,97.11538462,113.8543517,78.17109145,63.19444444,58.36236934,74.8447205,71.29485179,66.35514019,64.59909228,65.49079755,60.13289037,ASM
75.15195927,76.78183519,81.5706077,82.08287182,74.04773441,69.56882138,63.51629595,65.13043555,64.00951016,61.71107967,56.23766663,55.61529709,52.52359964,54.06902947,58.06724451,53.34318267,47.3783263,44.32581534,45.69968451,45.8747921,45.6023234,47.26953529,45.27973431,46.17685138,47.26934339,45.05101314,42.38446109,,ATG
15.14652536,16.06140736,16.69136445,17.57279145,18.00531178,17.91688487,18.93919435,19.17481105,19.59557692,18.34389276,19.43465944,22.22572071,20.7745942,19.0950859,17.2032858,18.26510157,19.8939213,20.20360889,20.16167323,23.00481294,19.81000775,21.43641705,21.48082841,19.95616761,21.039455,19.98484551,19.25105708,21.19320015,AUS
35.69741465,34.59048808,33.15526766,31.46389801,32.15853389,33.53314035,34.24927611,37.02808274,38.35102119,39.35703789,43.34627395,44.61755552,45.3193862,44.57041472,46.86721497,48.6197522,50.84166886,52.56086942,53.24886062,45.20741656,51.26216033,53.94867085,53.9736762,53.4412933,53.38657905,53.08906056,52.45109491,54.03767102,AUT
43.86084584,45.65868263,86.20360573,57.46242038,24.72111022,32.48664355,24.92863939,29.03460723,22.69952915,27.97012,40.17083148,41.49860787,42.76783505,42.00657665,48.78900846,62.94110601,66.50414484,68.12891169,65.77613785,51.63574568,54.30472154,56.42698053,52.97468019,48.41583308,43.27355666,37.79477749,46.42764939,48.54786473,AZE
7.872992294,9.917377701,8.749180522,9.381960846,10.27176505,12.92634285,5.820321019,9.835472579,7.999750125,7.575757576,6.318970594,5.179202165,4.685804181,6.381414025,6.952748287,6.2,7.3,6.800000136,10.50000026,6.600000274,9.700001639,8.800000284,9.700000891,9.1,7.603418782,5.732968591,6.65258895,7.4447026,BDI
61.61369079,60.22965503,58.80893059,56.10774129,58.42495903,60.11437172,61.19239096,64.78658108,64.17434502,64.56305952,72.54739516,71.61195892,70.8312977,69.03650851,70.90627745,74.28282892,76.80499706,78.3018047,80.88061998,68.83400371,75.85006448,80.69736291,80.40449051,79.3243484,79.80100907,77.80528215,79.40269776,82.38680625,BEL
19.18130301,21.00248606,23.23914805,22.46438304,28.32701862,27.3689425,26.49881155,27.17613459,27.09293955,23.00953079,20.60530255,19.86857881,19.72661078,18.64429725,18.51354757,18.48363998,18.05792571,22.04285312,22.14072027,19.92796684,23.07204807,20.8496515,23.89673687,27.57056532,31.43084112,24.72045121,27.60678807,27.20559478,BEN
10.96669141,10.44754844,8.846480369,8.951543281,14.20162115,14.14055654,10.56360521,10.812531,12.80810302,8.354005506,8.844717485,9.044082767,8.865365632,9.220431658,10.8815873,9.841847478,10.9568635,10.34854222,10.14932705,13.78897086,20.51584886,26.19550052,26.59808542,27.07698545,26.93200415,26.10764554,25.93779648,26.32005999,BFA
5.908316487,6.662611969,7.58667691,9.017269036,9.001543646,10.86463421,9.70650765,10.52037056,11.75733123,11.75864239,12.34420123,13.38655921,12.40996893,11.4311487,11.14650895,14.3928419,16.35346357,16.99533485,17.65885848,16.94013291,16.02411269,19.92207496,20.16158886,19.53787411,18.98966,17.33667379,16.64971688,15.03610611,BGD
33.11919208,43.47826087,47.11155378,38.20675811,45.04756469,32.33950887,48.49698831,49.57618754,41.94134883,42.74979463,36.21885804,34.88131742,33.64730372,34.416944,40.95663729,42.52956666,46.97787863,52.38770566,52.51854154,42.23859933,50.42479702,59.12547344,60.67447682,64.83588245,64.82670242,63.99073245,64.070989,67.30355987,BGR
115.5558287,85.00316299,84.38199172,83.87459725,81.19327022,81.9905466,87.9135243,79.07678218,64.60367296,78.86724559,79.18066703,73.61076132,72.5085663,72.063072,78.60514596,83.89404821,84.63894426,79.67952923,82.57734838,68.46559387,69.53731774,99.41866913,102.1455248,104.8048033,96.05075125,82.90638896,74.16594852,75.88692791,BHR
54.16077069,50.9510922,50.24702477,51.96668823,51.02147898,49.54913969,48.03768357,36.88040478,34.65716017,36.45688956,38.04756286,34.07258864,36.17545456,35.81023417,38.2152311,38.75988695,38.30927734,40.09195411,39.49363481,34.19067999,34.95328732,37.43526853,38.12695303,40.19521524,38.01874777,35.10036333,35.27440863,34.5017448,BHS
,,,,15.44828942,20.41173902,23.61770625,27.8336349,27.30319723,27.64394678,28.69084267,28.39251174,24.34785182,30.28986625,27.81109309,31.63112051,35.02181135,27.10155319,26.84807164,25.00937959,29.69554093,32.03596914,32.3505389,33.74304495,33.98014015,34.87107111,35.64628152,40.83058781,BIH
45.95842956,33.33333333,59.7826087,67.6142132,71.2696004,49.66516478,46.34980374,59.8598806,59.0511293,59.20334137,69.21082134,66.74760674,63.62751594,65.15637991,67.88633336,59.79780872,60.06131177,60.94305272,60.93775522,48.87646182,51.37288535,78.46536152,78.77690728,58.33357811,54.94100406,58.01076657,62.50934712,66.7896002,BLR
48.96767824,43.6228802,49.71944417,46.69071144,49.83190549,47.96101012,50.00342229,52.77929485,52.58146878,54.32153364,52.97365543,51.07160131,52.98867088,53.55702593,50.87301565,55.26308244,61.50224766,62.0031653,63.16858327,52.39435968,59.05414609,62.61903751,64.45279729,65.36052298,62.31736829,58.81546583,52.60248155,54.97628498,BLZ
,,,,,,,,,,,,,,,,,,,46.48877493,47.08311413,47.6371841,46.76156566,47.66826764,,,,,BMU
22.77698001,21.47934616,20.04576087,19.08076747,21.66331203,22.55142093,22.58187046,21.11060246,19.69868391,16.88089845,18.27474597,19.97214852,21.63445507,25.60073348,31.13839056,35.5481435,41.77171451,41.79565662,44.90655623,35.72262529,41.18745577,44.0917015,47.16619711,44.09247948,43.29308749,30.86829588,24.48800571,24.90414433,BOL
8.199990015,8.676973095,10.86824925,10.50327024,9.665051387,7.528875038,6.730209683,6.983649575,7.030500339,9.564898261,10.188048,12.37171067,14.23059027,15.18078371,16.54576151,15.24382927,14.3743163,13.3276751,13.53400051,10.85137113,10.86558477,11.58251532,11.87755984,11.74223064,11.01194282,12.90019142,12.46667904,12.52307537,BRA
43.13071411,40.56102362,41.33367399,42.28433735,45.25537324,46.86252523,47.99116533,46.49751244,42.39322273,41.68603672,43.23582285,40.9723359,38.9859971,42.95840474,41.68674699,44.81476633,48.04337048,48.64899765,48.63238767,43.58058896,46.45918874,44.46967472,42.60685033,41.98059333,40.32159906,41.44317815,43.13234472,42.19159401,BRB
61.80849397,66.67709148,57.87234043,54.76334037,51.08121096,59.71684054,59.93345349,57.18543475,50.4719764,55.81633962,67.35433192,69.52530593,67.12183029,69.28925184,68.79904697,70.16844716,71.72469796,67.85275077,78.29923669,72.78317629,67.40746923,69.50607218,70.16126866,68.04187464,68.17708045,52.21059737,49.57690627,49.5732417,BRN
26.83037079,32.15821957,31.98648221,31.56841218,29.52874258,37.76893581,35.48812893,35.90471555,33.10001129,31.11449204,30.39421022,27.13587347,24.6140542,26.28915184,31.94388273,39.30234047,55.83384468,56.275756,50.00319473,45.8156747,43.48069242,42.20491528,39.64735231,41.43022537,37.45195066,34.4356494,29.61697448,30.08318938,BTN
55.05540706,53.02951416,48.1795631,47.0957972,47.82239868,50.83649784,53.82844448,60.88073855,49.2891721,55.19726829,51.83181007,48.65760824,52.15742678,48.82685783,49.61378778,52.92355354,52.25447364,54.51608256,45.6739672,34.80094895,43.63546441,49.95053503,49.25074438,61.52261966,58.46689464,49.81552898,52.5612058,39.67022693,BWA
17.06746887,17.58667102,16.8657,17.09955455,23.39941089,22.22094496,21.47038628,26.88428026,22.65688657,19.22365028,20.37221359,17.15725384,15.96270494,18.23600384,13.99791751,13.36275333,14.31600515,14.11532742,11.0036647,9.841649902,11.62580107,13.1278201,11.550133,14.97295479,16.67578759,17.06766062,14.82187966,17.25977376,CAF
25.1648997,24.44108213,26.28757058,29.23766599,32.88393896,36.2133628,37.22012128,38.25932072,40.16771667,42.00534019,44.3568161,42.18850422,40.20128597,36.9964577,37.45521827,36.97492216,35.50606585,34.3193529,34.48067454,28.58804427,29.23608308,30.75016865,30.35302552,30.33193867,31.73657587,31.84996096,31.50257241,31.41052736,CAN
,,,,,32.40279671,32.79555344,35.03137336,34.99611909,34.84305827,37.98290437,38.53403126,38.01927168,40.10891937,43.60331324,45.39069771,49.16316337,50.2711245,49.77584932,46.41940674,52.29801422,56.82021672,59.09256482,60.53201876,62.04778233,62.56528419,63.43784166,64.99202622,CEB
42.10981642,40.49509277,41.41189285,41.42871741,40.70318233,40.68199294,41.74085369,47.24159374,46.70180734,47.41241586,52.1179027,50.88934286,48.93698712,48.10844327,51.47103957,53.79047112,56.49117013,61.30363524,62.66116373,57.23045434,63.9656691,65.46550135,67.03361061,71.92494262,64.2737114,62.21614788,65.74425089,65.03266312,CHE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHI
32.49457682,31.3010166,28.96179193,25.88068051,27.46324068,28.62625201,26.64554267,26.4704497,25.52113207,28.76613108,30.53170013,32.39863012,32.80393363,35.65904551,39.80237039,40.15981647,43.79510678,45.06900389,41.42416775,37.04077361,37.74511254,37.76195747,34.12185872,32.19947338,33.11074972,29.3763486,28.14862788,28.43950047,CHL
13.61471017,14.48787815,15.65821968,16.70229455,18.53674857,17.95101808,17.92329555,19.49316446,18.34232158,18.16269616,20.89344482,20.31214574,22.64474567,26.98075653,31.06133758,33.82985757,36.03502555,35.43480164,32.60271532,24.74985904,27.1853298,26.56818828,25.49252002,24.59925566,23.51006107,21.35408044,19.58437899,19.69227814,CHN
31.68987467,30.01172634,31.90948693,29.44245287,40.52740186,41.75929966,41.10099509,42.91595731,41.39640228,42.4023849,40.78102913,40.70005794,47.46234948,41.89141613,46.40501472,49.89836053,52.36758894,47.22598261,47.11608733,50.85444236,50.63264302,53.8199572,48.9288579,41.53105069,39.27465106,27.35560794,24.59506751,24.92012188,CIV
20.1829144,19.99888046,20.54702225,13.91794311,21.08939979,20.63709703,23.26041974,24.8800336,22.54840037,20.04832716,25.90820941,25.83939588,24.2969004,20.92778439,22.70945864,24.59797915,25.63861483,28.8854045,29.05769615,21.40326478,22.17214409,25.93207364,26.11820061,25.56776428,24.93807419,22.25966622,19.23934954,18.58391647,CMR
,,,,22.62529441,28.48228831,30.00276309,18.75000023,29.79008829,23.63566992,11.44961203,11.98768483,15.67134281,24.00044304,22.72951351,22.94418278,21.70009853,39.07191379,39.02779926,26.81378781,41.11115415,39.51561667,30.80300902,36.44586131,36.83218885,27.7255678,23.9564422,35.25052218,COD
51.77735958,41.63458853,40.69209692,42.83637057,58.51702125,64.70457016,68.45821343,75.59663937,76.27762977,72.29007107,80.29714722,77.42002685,81.51642548,80.8123656,80.52979283,84.15817311,84.15967781,78.52948416,75.15149621,70.41797712,85.11967006,87.28305094,83.77514731,76.5324601,72.98675034,69.27556739,66.46572105,90.7831728,COG
18.86266903,19.0945389,16.5185547,15.18449529,14.99836183,14.53374289,15.1994617,14.84154374,15.00735084,18.34657875,15.91513972,15.38713577,14.81556968,16.57529971,16.77075142,16.97104374,17.72858775,16.43314213,18.10959514,16.42449569,16.34084476,19.27650507,18.81120528,18.08643972,16.63474911,15.65021151,14.71713928,15.14528975,COL
8.836453792,8.836287957,8.836502404,8.835914472,8.836054473,8.836404835,8.836459362,8.836305513,8.836263488,8.835953071,8.836314059,8.836260798,8.836176751,8.836129879,8.836027179,8.836281081,8.836179333,8.975341967,8.221347229,9.311938672,9.638904635,9.956415447,8.945869239,9.048387214,9.676472177,10.13619831,10.67289558,11.90131645,COM
17.13196947,16.56407354,17.28300759,13.26083108,15.04629954,17.13695269,20.19915756,27.4417263,22.79615288,20.97594563,27.00721854,29.80941288,32.54495671,31.36435117,32.00417307,37.77736046,45.13220526,36.01741324,36.89595833,31.07745164,32.67031806,35.51923974,40.43180426,40.49244284,40.36113969,44.90744231,44.229689,45.92281296,CPV
34.19026834,33.53320911,35.42840704,36.20940721,36.07096948,38.34487755,40.21910062,41.816353,44.17866369,42.73547354,43.11444085,40.668462,39.40045983,40.85087719,42.39362208,43.66580873,43.53023151,40.79568223,39.04581546,34.84007247,33.17295769,32.85658296,32.16956883,31.33301741,32.25500516,30.82494048,32.09551247,32.76390692,CRI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSS
30.23904521,21.93117971,16.91826697,13.19420995,13.23971374,13.40151187,15.31336107,14.92396797,14.25261422,14.53747908,14.13002938,13.23447719,11.52706867,12.95193475,16.02177839,21.01804345,18.71345473,20.33635987,20.56760566,17.45972938,22.57026489,25.10363821,25.5109993,24.10043034,22.08391192,17.14734945,14.98303601,14.54089271,CUB
,,,,,,,,,,,,,,,59.49628496,63.39065248,60.85344206,69.4667582,60.68401394,55.53953322,71.02052971,75.68520635,68.96235921,72.24137598,,,,CUW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYM
51.50056472,47.08565081,49.45696026,47.49137428,47.68948392,66.76331985,70.20764086,69.18559249,68.69748906,66.92645712,69.96284373,68.20886702,62.40531203,57.76214593,56.88979898,55.69211026,53.43572738,53.25889801,50.08160098,48.72214083,50.37974806,53.49515905,55.31225938,61.36031258,66.10918141,70.3258965,70.75031294,73.01529923,CYP
33.07726406,38.60816489,40.04592951,40.12560939,37.27180435,40.39958473,38.31682929,40.46147366,42.20851859,42.92033997,48.19229106,49.02794017,45.12414772,46.90732434,57.34044443,62.18195729,65.18629879,66.40896619,63.22636742,58.68429978,66.02952103,71.30715673,76.17007462,76.87095181,82.54569243,81.04930107,79.55561987,79.7260775,CZE
22.83583655,23.664901,22.19469349,20.31344059,21.11071028,21.99423628,22.86002769,25.36027331,26.40690621,26.95923243,30.84771157,31.84470712,32.59257911,32.81171295,35.71336386,38.05957235,41.43290791,43.3227581,43.79919026,38.11990694,42.56547341,45.05713628,46.30712014,45.41867786,45.61926331,46.84858766,46.02319645,47.3974342,DEU
,,,,,,,,,,,,,,,,,,,,,,,156.5383009,158.3743113,141.4584591,100.619886,147.8282577,DJI
45.03752693,42.00648948,42.58832045,39.63950646,39.98098665,40.65245764,41.53466126,45.26503085,47.0220444,47.26768974,43.33571014,35.63983249,36.96560908,34.49084233,35.53337094,35.48591865,37.0132965,35.08607781,34.20712813,30.25085863,36.30479326,39.25733125,33.96351138,35.06427828,34.21555505,47.63399064,46.17940379,40.60241101,DMA
36.42315547,37.68247711,36.95438333,36.56621297,36.85186132,36.61195704,37.06738363,37.76286105,37.18656052,39.34843668,44.84726556,45.55449395,45.70447919,43.83840887,43.92843496,47.45212552,50.73004702,51.48253505,54.17579741,47.12607346,50.52292764,53.82014893,54.63049402,54.82881899,54.61313964,55.41817498,53.42598048,55.13886639,DNK
30.61070791,19.19628692,36.80375032,36.3893324,36.20853992,35.22672162,34.88670973,35.22228754,34.30988428,34.98110211,35.49782514,31.89062009,30.72401016,42.15299816,41.14747664,28.33113815,28.22491627,26.76202201,23.90673649,21.0309281,22.67575221,24.18697531,24.58317787,25.16715873,25.15139056,23.7615823,23.90937952,23.68214534,DOM
23.44368508,29.11782217,25.31959428,21.783877,22.53072525,26.19477598,29.76044833,30.90631138,22.57835401,28.14835402,42.07207644,36.68622256,35.5045547,38.24918133,40.05301589,47.20444327,48.81020996,47.06775439,47.973958,35.37219101,38.44441109,38.78675715,36.89025707,33.209594,30.21911368,23.17160004,20.87287178,22.66186469,DZA
18.43736388,19.42316699,20.52735648,21.15214753,23.13631644,23.03682379,23.04073807,25.23448116,27.44304874,26.08180605,28.78223854,27.73962356,28.81676172,32.13194,35.96808909,38.31022868,39.84785014,38.98440103,36.52606059,29.10856,31.35196433,31.01487144,29.79395208,28.91841569,28.13530343,26.12166814,24.51755149,25.01649122,EAP
19.91434824,19.39252229,19.36875607,19.34679257,20.62524295,22.18066678,23.23399808,23.24831893,23.0802749,22.70678078,25.29250574,24.36796092,25.8820104,26.52556346,28.65376142,30.33260025,30.46310774,29.89600267,30.75100471,25.98250279,27.64728642,29.13456434,28.72975223,28.18360034,26.48323854,24.36691766,23.92033564,25.13184176,EAR
20.63198351,20.85286357,21.22000835,21.30634954,22.28200379,22.7579107,22.77974437,24.23605746,25.91185493,24.73968229,26.97947495,26.21723193,26.97770341,29.3517346,32.4191801,34.13904131,35.95104352,36.16325522,36.08910794,29.92635911,32.6138676,33.16835232,32.42235007,32.20911598,32.03946021,30.09605243,28.20956316,29.24405217,EAS
18.94405448,16.26371056,47.33916311,32.16169451,28.57628377,28.68488723,27.24784462,27.27672247,29.04174377,35.96938787,38.32003979,35.55573019,33.98300524,33.82639919,34.35187618,33.90741223,33.19381241,31.20878325,32.73563635,29.25985481,29.93609264,31.00029391,30.50873679,28.68038112,29.84057251,30.17964569,28.55606754,29.79492998,ECA
25.63360187,25.2734082,29.03892173,27.35440107,28.01325817,29.03745374,29.24208158,30.88720237,31.2213062,32.27765808,35.53365093,35.07910236,34.12048938,33.54229456,34.8690635,36.05439543,37.81191568,38.16344011,38.92218111,34.73903415,37.9752183,40.38887212,41.2837793,41.20072976,41.38682186,41.86428889,41.42757255,42.88702214,ECS
22.76437202,23.67458359,24.13374014,20.03584083,20.27981807,21.28690337,22.27328469,21.53492621,17.89195087,26.37754164,32.12753529,23.22274709,21.49237389,22.59840005,24.5543486,27.6181741,30.33307477,31.93176797,34.16363955,25.24910794,27.89495597,31.1211998,30.16480927,28.6382883,28.05185415,21.25822138,19.50479127,20.83281789,ECU
20.35490605,27.46666667,28.39683681,25.83762887,22.57142857,22.54901961,20.74978204,18.8416698,16.21433542,15.0520156,16.20111732,17.47978812,18.31617841,21.79640719,28.22996085,30.34354689,29.94981383,30.24973147,33.04299274,24.95682211,21.34924581,20.56742761,16.39696662,17.01784562,14.24413146,13.18384549,10.34546394,15.8184438,EGY
25.84393069,25.93174356,25.62449988,25.56624399,26.96650611,28.53681708,28.9418772,31.14277937,31.61065146,31.7794954,35.36149705,35.28041904,34.57900852,33.68873403,35.21197288,36.52538539,38.49893998,39.54952429,39.91171968,34.9927412,38.87987517,41.58703464,43.06388184,43.11448626,43.60092074,44.47934863,43.89401245,45.45760396,EMU
,,11.42360635,30.55669092,28.01966292,22.38801936,29.23377036,29.61482279,14.83448359,9.534407549,9.670620594,10.80704036,11.78118084,6.442327834,5.775398982,6.16571332,6.899509392,5.771852584,4.428756649,4.528623859,6.378376598,18.15483726,,,,,,,ERI
15.72479823,15.76071985,16.18754901,17.70888766,20.31113539,21.82709927,23.0323608,25.66978901,26.10194733,26.35150901,28.56335793,27.86161916,26.55399492,25.62890612,25.41198482,24.97926904,25.2413025,25.98473881,25.62392917,23.06169417,25.95167935,29.5349622,31.45527248,32.96257747,33.48256759,33.62651843,33.8800905,35.17839222,ESP
,,,64.22457701,69.20264786,65.97675295,61.3542351,70.47410304,73.74043435,69.80383448,61.54633325,61.20685693,57.92065088,57.14131942,61.08695163,65.47430106,63.30599139,62.60846373,66.31155738,60.52195657,74.44532513,85.83402348,85.56756341,84.02340247,81.33089812,76.87341316,77.45379427,76.13768653,EST
,,,,,,,,,,,,,,,,,,,,,16.6868532,13.7672982,12.48407356,11.64161991,9.363313597,7.812080503,7.629368622,ETH
26.17737601,26.36767008,26.21071999,26.17595513,27.58556276,29.04429601,29.41536042,31.59992456,32.08241492,32.30231544,35.85773535,35.79477325,35.08330888,34.39213495,36.03801435,37.4298615,39.56686667,40.59460933,40.97732233,36.16843836,40.04081767,42.77842617,44.21069884,44.28416683,44.88406067,45.73909741,45.2141773,46.74477749,EUU
25.61709248,21.82928642,20.07332246,19.15216802,19.57368344,21.22610859,23.95265524,31.17368792,27.75709758,29.02477889,33.8172098,28.33723404,31.60295145,35.05309784,33.76373951,34.60932349,35.77545338,32.21863766,33.68694544,24.50265385,31.31210495,32.18891454,31.95156314,27.60712289,24.0018149,,,,FCS
22.14624171,21.26951979,25.54433724,31.38096794,34.03563676,35.76494942,36.31946553,37.77739673,37.43878347,37.60439976,42.03104616,39.76408441,39.13500263,37.32083902,38.61537686,40.27336705,43.07420025,43.8259066,44.90000772,36.08092568,38.41439756,38.90039293,38.80827907,38.01762912,36.48143762,35.40695887,34.81045247,37.67558943,FIN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FJI
20.97573338,21.33488442,21.33055935,20.79257941,21.66032273,22.62292606,23.05556487,25.52319542,26.12649198,26.07653539,28.59497425,28.2658952,27.53105026,26.11196897,26.46883632,27.03305104,27.93505509,27.85325751,28.11938486,24.83554721,26.78829984,28.42133748,29.20302719,29.36473787,29.6666845,30.59262238,30.24753718,30.94863319,FRA
,,,,,,,,44.19494322,46.87855872,49.83523418,49.65608216,47.34159945,44.68863352,41.75927391,42.58594398,41.57748007,41.90891007,45.87079762,41.51933293,44.34074312,50.59600371,52.3499285,53.52880177,51.35751697,51.211522,,,FRO
,,,,,18.20365357,18.41332292,18.0259241,18.75305828,16.4620322,17.97109638,19.24132748,18.08284113,18.76488441,15.52806407,16.71599105,18.08150842,22.48094921,23.32066985,21.87205433,23.69035115,24.71426424,29.88778871,30.39742206,31.82842674,27.06500271,27.65420513,29.96096183,FSM
46.03850426,47.26345929,46.07555286,48.79461351,61.67563998,59.38699903,62.66324499,61.30401081,47.40635161,59.61250435,69.03217671,54.27523248,52.60889969,51.9294345,55.03915528,60.00867276,60.57181652,58.52860459,62.19971201,52.17173218,57.66349238,61.74437213,60.95034144,57.35740588,44.52089239,46.0320085,44.03534729,50.22675397,GAB
23.07190065,22.3459286,22.67027886,24.55759966,25.78977692,25.55512949,26.15070901,25.55043921,24.16943838,23.92404589,25.19890001,25.03635433,24.11143616,23.8566364,23.71270059,24.97360833,27.10107578,25.23975349,26.98941023,26.37307819,28.27507121,30.7000188,29.97510397,29.9526011,28.50205482,27.65142188,28.4392369,30.36612544,GBR
40,27.60416667,35.65683646,46.88874116,57.77210462,25.50189571,13.32620396,15.61022415,16.45873439,19.05559299,22.99446642,24.4613665,29.22927575,31.45572798,31.12893539,33.2590419,32.47086636,30.81829844,28.26331986,29.54520182,32.95450379,34.68779804,36.51629063,41.7219539,39.93445573,40.86223663,40.79975444,46.52761423,GEO
16.87789041,16.96354606,17.22595549,20.25391906,25.25863593,24.49644594,32.11218217,32.41029093,33.87135176,32.07833895,48.80225762,45.23301647,42.61625189,40.67904265,39.30332512,36.44921695,25.19211876,24.5250906,25.0294573,29.29186598,29.47671798,36.93660855,40.35921817,25.82937988,28.82108383,31.95879558,31.88067471,35.25800386,GHA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIB
31.0752358,30.33087892,24.87461354,26.51847392,22.75232735,21.11880776,19.19510114,19.56108748,21.28670436,21.63951826,24.52387304,28.57866275,26.47781058,25.95674335,24.62597518,34.78565309,23.82431116,23.55095814,21.64046458,22.51579108,30.34120398,32.60224123,33.1373916,26.47062065,26.68851014,21.49687039,29.21672239,44.36334281,GIN
59.90273626,29.43891965,30.59270667,28.19201565,21.23961801,23.77564904,21.7986716,22.93220255,25.30557465,24.39736108,25.79867432,21.82079813,27.15738458,31.09378645,20.59478287,19.90329078,21.03471234,18.03295746,14.47520018,15.74610753,14.66781488,16.85940447,19.84168223,19.18178348,19.81520647,16.26805616,16.43890352,22.49145686,GMB
9.935989367,9.982487202,4.902489849,8.86943639,16.45440776,11.66716961,10.52440406,21.01676321,14.44369762,24.86117665,21.75585741,21.19459929,17.83312057,18.67981089,18.45989158,16.14973055,12.84866626,20.19103563,19.8506086,18.84933774,14.90607945,25.6740075,15.47521335,18.2571916,20.20740014,27.54304392,26.5081143,27.77397262,GNB
